order_copo,family_copo,genus_copo,taxon_name,collector_number,latitude_decimal,longitude_decimal,collection_date_verbatim
Oxalidales,Oxalidaceae,Oxalis,Oxalis acetosella,Goodwin1879,55.9652278,-3.20916667,2020-08-06
Malvales,Cistaceae,Helianthemum,Helianthemum nummularium,Goodwin1880,55.9652278,-3.20916667,2020-08-07
Saxifragales,Saxifragaceae,Saxifraga,Saxifraga oppositifolia,Goodwin1881,55.9652278,-3.20916667,2020-08-07
Caryophyllales,Plumbaginaceae,Armeria,Armeria maritima,Goodwin1882,55.9652278,-3.20916667,2020-08-07
Fabales,Fabaceae,Lotus,Lotus corniculatus,Goodwin1884,55.9652278,-3.20916667,2020-08-07
Ranunculales,Ranunculaceae,Trollius,Trollius europaeus,Goodwin1888,55.9652278,-3.20916667,2020-08-07
Fagales,Betulaceae,Betula,Betula nana,Goodwin1891,55.9652278,-3.20916667,2020-08-07
Ericales,Ericaceae,Calluna,Calluna vulgaris,Goodwin1892,55.9652278,-3.20916667,2020-08-07
Lamiales,Oleaceae,Ligustrum,Ligustrum vulgare,Goodwin1893,55.9652278,-3.20916667,2020-08-11
Rosales,Rhamnaceae,Frangula,Frangula alnus,Goodwin1894,55.9652278,-3.20916667,2020-08-11
Rosales,Ulmaceae,Ulmus,Ulmus glabra,Goodwin1897,55.9652278,-3.20916667,2020-08-11
Fagales,Betulaceae,Alnus,Alnus glutinosa,Goodwin1898,55.9652278,-3.20916667,2020-08-12
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,Goodwin1899,55.9652278,-3.20916667,2020-08-12
Cornales,Cornaceae,Cornus,Cornus sanguinea,Goodwin1901,55.9652278,-3.20916667,2020-08-12
Fagales,Fagaceae,Quercus,Quercus petraea,Goodwin1902,55.9652278,-3.20916667,2020-08-12
Geraniales,Geraniaceae,Erodium,Erodium maritimum,Goodwin1904,55.9652278,-3.20916667,2020-08-13
Fabales,Fabaceae,Lathyrus,Lathyrus japonicus,Goodwin1905,55.9652278,-3.20916667,2020-08-13
Dipsacales,Caprifoliaceae,Linnaea,Linnaea borealis,Goodwin1906,55.9652278,-3.20916667,2020-08-13
Asterales,Asteraceae,Cicerbita,Cicerbita alpina,Goodwin1907,55.9652278,-3.20916667,2020-08-13
Lamiales,Orobanchaceae,Melampyrum,Melampyrum sylvaticum,Goodwin1908,55.9652278,-3.20916667,2020-08-13
Rosales,Rosaceae,Sorbus,Sorbus aucuparia,Goodwin1909,55.9652278,-3.20916667,2020-08-13
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Goodwin1917,55.9652278,-3.20916667,2020-08-31
Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,Goodwin1918,55.9652278,-3.20916667,2020-08-31
Rosales,Rosaceae,Malus,Malus sylvestris,DD5,57.819085,-5.1710936,2016-05-01
Rosales,Rosaceae,Malus,Malus sylvestris,DD6,57.827773,-5.1759008,2016-05-01
Rosales,Rosaceae,Malus,Malus sylvestris,INV,56.248824,-4.6852234,2016-05-01
Rosales,Rosaceae,Malus,Malus sylvestris,LL2,56.161045,-4.6715698,2016-05-01
Rosales,Rosaceae,Malus,Malus sylvestris,M27,56.645743,-3.6994624,2016-05-01
Rosales,Rosaceae,Malus,Malus sylvestris,M74,56.157959,-4.672966,2016-05-01
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48452,-0.29476,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Malus,Malus domestica,NOT APPLICABLE,51.48273,-0.2903,2021-04-26
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Rosales,Rosaceae,Alchemilla,Alchemilla arvensis,MC9120,51.4075,-0.3209,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,MC9121,51.4481,-0.2989,2021-03-09
Ericales,Primulaceae,Primula,Primula vulgaris,MC9123,51.4501,-0.3,2021-03-09
Ericales,Primulaceae,Primula,Primula vulgaris,MC9123,51.4501,-0.3,2021-03-09
Ericales,Primulaceae,Primula,Primula vulgaris,MC9123,51.4501,-0.3,2021-03-09
Ericales,Primulaceae,Primula,Primula vulgaris,MC9123,51.4501,-0.3,2021-03-09
Ericales,Primulaceae,Primula,Primula vulgaris,MC9123,51.4501,-0.3,2021-03-09
Ericales,Primulaceae,Primula,Primula vulgaris,MC9123,51.4501,-0.3,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Asterales,Asteraceae,Petasites,Petasites fragrans,MC9124,51.4477,-0.2977,2021-03-09
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Ranunculales,Papaveraceae,Fumaria,Fumaria muralis,MC9125,51.4824,-0.2975,2021-03-15
Asterales,Asteraceae,Senecio,Senecio vulgaris,MC9126,51.4824,-0.2975,2021-03-15
Asterales,Asteraceae,Senecio,Senecio vulgaris,MC9126,51.4824,-0.2975,2021-03-15
Asterales,Asteraceae,Senecio,Senecio vulgaris,MC9126,51.4824,-0.2975,2021-03-15
Asterales,Asteraceae,Senecio,Senecio vulgaris,MC9126,51.4824,-0.2975,2021-03-15
Asterales,Asteraceae,Senecio,Senecio vulgaris,MC9126,51.4824,-0.2975,2021-03-15
Asterales,Asteraceae,Senecio,Senecio vulgaris,MC9126,51.4824,-0.2975,2021-03-15
Brassicales,Brassicaceae,Cardamine,Cardamine flexuosa,MC9127,51.4824,-0.2975,2021-03-15
Brassicales,Brassicaceae,Cardamine,Cardamine flexuosa,MC9127,51.4824,-0.2975,2021-03-15
Brassicales,Brassicaceae,Cardamine,Cardamine flexuosa,MC9127,51.4824,-0.2975,2021-03-15
Brassicales,Brassicaceae,Cardamine,Cardamine flexuosa,MC9127,51.4824,-0.2975,2021-03-15
Brassicales,Brassicaceae,Cardamine,Cardamine flexuosa,MC9127,51.4824,-0.2975,2021-03-15
Lamiales,Lamiaceae,Lamium,Lamium purpureum,MC9128,51.4824,-0.2975,2021-03-15
Lamiales,Lamiaceae,Lamium,Lamium purpureum,MC9128,51.4824,-0.2975,2021-03-15
Lamiales,Lamiaceae,Lamium,Lamium purpureum,MC9128,51.4824,-0.2975,2021-03-15
Lamiales,Lamiaceae,Lamium,Lamium purpureum,MC9128,51.4824,-0.2975,2021-03-15
Lamiales,Lamiaceae,Lamium,Lamium purpureum,MC9128,51.4824,-0.2975,2021-03-15
Lamiales,Lamiaceae,Lamium,Lamium purpureum,MC9128,51.4824,-0.2975,2021-03-15
Caryophyllales,Caryophyllaceae,Cerastium,Cerastium glomeratum,MC9129,51.4824,-0.2975,2021-03-15
Caryophyllales,Caryophyllaceae,Cerastium,Cerastium glomeratum,MC9129,51.4824,-0.2975,2021-03-15
Caryophyllales,Caryophyllaceae,Cerastium,Cerastium glomeratum,MC9129,51.4824,-0.2975,2021-03-15
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,MC9130,51.4477,-0.2977,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,MC9131,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,MC9132,51.448,-0.2991,2021-03-22
Dipsacales,Adoxaceae,Adoxa,Adoxa moschatellina,MC9133,51.4838,-0.2955,2021-03-22
Dipsacales,Adoxaceae,Adoxa,Adoxa moschatellina,MC9133,51.4838,-0.2955,2021-03-22
Dipsacales,Adoxaceae,Adoxa,Adoxa moschatellina,MC9133,51.4838,-0.2955,2021-03-22
Dipsacales,Adoxaceae,Adoxa,Adoxa moschatellina,MC9133,51.4838,-0.2955,2021-03-22
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,MC9134,51.4282,-0.3129,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Asterales,Asteraceae,Calendula,Calendula officinalis,MC9135,51.4209,-0.3049,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Ranunculaceae,Ranunculus,Ranunculus bulbosus,MC9136,51.4381,-0.3228,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Ranunculales,Berberidaceae,Berberis,Berberis aquifolium,MC9137,51.4395,-0.3222,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Lamiales,Plantaginaceae,Plantago,Plantago coronopus,MC9138,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Geraniales,Geraniaceae,Erodium,Erodium moschatum,MC9139,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,MC9140,51.4209,-0.3049,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea squamaria,MC9142,51.4837,-0.293,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Lamiales,Orobanchaceae,Lathraea,Lathraea clandestina,MC9141,51.4805,-0.29,2021-04-06
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Apiales,Apiaceae,Smyrnium,Smyrnium perfoliatum,MC9143,51.4316,-0.2936,2021-04-11
Rosales,Rosaceae,Prunus,Prunus domestica,MC9145,51.4735,-0.2956,2021-04-11
Rosales,Rosaceae,Prunus,Prunus domestica,MC9145,51.4735,-0.2956,2021-04-11
Rosales,Rosaceae,Prunus,Prunus domestica,MC9145,51.4735,-0.2956,2021-04-11
Rosales,Rosaceae,Prunus,Prunus domestica,MC9145,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Lamiales,Lamiaceae,Glechoma,Glechoma hederacea,MC9147,51.4735,-0.2956,2021-04-11
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Geraniales,Geraniaceae,Geranium,Geranium rotundifolium,MC9149,51.4303,-0.319,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Apiales,Apiaceae,Smyrnium,Smyrnium olusatrum,MC9150,51.4298,-0.3168,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Asterales,Asteraceae,Tussilago,Tussilago farfara,MC9151,51.4252,-0.308,2021-04-19
Malvales,Thymelaeaceae,Daphne,Daphne mezereum,MC9153,51.4833,-0.2947,2021-04-19
Malvales,Thymelaeaceae,Daphne,Daphne mezereum,MC9153,51.4833,-0.2947,2021-04-19
Malvales,Thymelaeaceae,Daphne,Daphne mezereum,MC9153,51.4833,-0.2947,2021-04-19
Malvales,Thymelaeaceae,Daphne,Daphne mezereum,MC9153,51.4833,-0.2947,2021-04-19
Malvales,Thymelaeaceae,Daphne,Daphne mezereum,MC9153,51.4833,-0.2947,2021-04-19
Malvales,Thymelaeaceae,Daphne,Daphne mezereum,MC9153,51.4833,-0.2947,2021-04-19
